Mention,ConceptCode,ConceptName,SemanticType,Start
less,C61422,Lesser,Qualitative Concept,26750
often,C91247,Often,Intellectual Product,26755
detected,C25481,Detected,Conceptual Entity,26761
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,26773
alone,C48440,Single,Qualitative Concept,26786
alone,C48440,Single,Qualitative Concept,26819
total,C25304,Total,Qualitative Concept,26836
Discussion,C71323,Discussion,Organism Function,26844
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,26884
more,C128667,More,Qualitative Concept,26915
signal,C43382,Signal,Conceptual Entity,26936
detection,C16210,Detection,Diagnostic Procedure,26943
deep,C25240,Deep,Spatial Concept,26957
sources,C25683,Source,Qualitative Concept,26962
purpose,C25634,Purpose,Idea or Concept,26980
chose,C48912,Choose,Activity,26992
mesial,C81170,Midline,Spatial Concept,27022
temporal,C73990,Temporal,Temporal Concept,27029
structure,C41186,Structure,Functional Concept,27038
patients,C53691,Veterinary Patient,Organism,27051
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,27065
samples,C70699,Biospecimen,Body Substance,27077
deep,C25240,Deep,Spatial Concept,27088
sources,C25683,Source,Qualitative Concept,27093
Simultaneous,C25456,Concurrent,Qualitative Concept,27102
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,27128
EEG,C38054,Electroencephalography,Diagnostic Procedure,27145
recordings,C25198,Record,Intellectual Product,27149
performed,C38000,Performed,Qualitative Concept,27165
patients,C53691,Veterinary Patient,Organism,27184
degree,C25554,Level,Quantitative Concept,27202
detection,C16210,Detection,Diagnostic Procedure,27218
rated,C77538,Rating,Activity,27232
each,C64933,Each,Qualitative Concept,27242
sensor,C28220,Sensor,Medical Device,27247
blinded,C49068,Blinded,Functional Concept,27257
reviewers,C45314,Reviewed,Conceptual Entity,27265
results,C20200,Outcome,Finding,27280
sensors,C28220,Sensor,Medical Device,27312
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,27325
most,C25258,Most,Qualitative Concept,27345
useful,C107498,Useful,Qualitative Concept,27350
mesial,C81170,Midline,Spatial Concept,27371
EEG,C38054,Electroencephalography,Diagnostic Procedure,27397
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,27405
detection,C16210,Detection,Diagnostic Procedure,27419
Table,C48441,Table,Manufactured Object,27430
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,27440
larger,C49508,Large,Qualitative Concept,27455
number,C25337,Number,Quantitative Concept,27462
EEG,C38054,Electroencephalography,Diagnostic Procedure,27484
all,C64916,All,Qualitative Concept,27491
Case,C49152,Case,Qualitative Concept,27502
number,C25337,Number,Quantitative Concept,27522
EEG,C38054,Electroencephalography,Diagnostic Procedure,27551
larger,C49508,Large,Qualitative Concept,27559
result,C20200,Outcome,Finding,27598
indicates,C50001,Indicator Device Component,Manufactured Object,27605
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,27620
superior,C25235,Superior,Spatial Concept,27627
EEG,C38054,Electroencephalography,Diagnostic Procedure,27639
may,C106184,May,Qualitative Concept,27649
due,C45263,Due,Qualitative Concept,27656
reduction,C25640,Reduced,Qualitative Concept,27675
field,C70773,Field,Conceptual Entity,27697
skull,C12789,Skull,"Body Part, Organ, or Organ Component",27710
different,C46003,Difference,Qualitative Concept,27734
detection,C16210,Detection,Diagnostic Procedure,27753
current,C25471,Current,Temporal Concept,27766
orientation,C77821,Orientation,Mental Process,27793
distribution,C45273,Distribution,Activity,27809
may,C106184,May,Qualitative Concept,27832
sensitivity,C25201,Sensitivity,Quantitative Concept,27861
not,C25594,Negation,Functional Concept,27901
present,C25626,Present,Qualitative Concept,27927
study,C63536,Study,Research Activity,27935
finding,C3367,Finding,Finding,27947
studies,C15206,Clinical Study,Research Activity,27981
have,C101282,Have,Classification,27994
similar,C72665,Similarity,Qualitative Concept,28009
experiments,C42790,Experiment,Research Activity,28017
patients,C53691,Veterinary Patient,Organism,28032
focal,C28224,Focal,Spatial Concept,28046
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,28052
al,C111127,Aluminum Measurement,Laboratory Procedure,28072
al,C111127,Aluminum Measurement,Laboratory Procedure,28091
al,C111127,Aluminum Measurement,Laboratory Procedure,28114
al,C111127,Aluminum Measurement,Laboratory Procedure,28136
al,C111127,Aluminum Measurement,Laboratory Procedure,28157
al,C111127,Aluminum Measurement,Laboratory Procedure,28179
cases,C99269,True Case Status,Qualitative Concept,28200
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,28215
obtained,C52349,Obtain,Activity,28225
both,C49636,Both,Qualitative Concept,28238
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28243
only,C65011,Only,Qualitative Concept,28247
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28263
EEG,C38054,Electroencephalography,Diagnostic Procedure,28269
cases,C99269,True Case Status,Qualitative Concept,28283
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28317
only,C65011,Only,Qualitative Concept,28321
have,C101282,Have,Classification,28336
larger,C49508,Large,Qualitative Concept,28343
radius,C63921,Radius,Spatial Concept,28350
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28388
EEG,C38054,Electroencephalography,Diagnostic Procedure,28394
Fig,C71971,Fig,"Plant, Food",28406
result,C20200,Outcome,Finding,28421
suggests,C48313,Suggestion,Conceptual Entity,28428
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28442
superior,C25235,Superior,Spatial Concept,28449
EEG,C38054,Electroencephalography,Diagnostic Procedure,28461
superficial,C25239,Superficial,Spatial Concept,28469
even,C64936,Evening,Temporal Concept,28488
if,C64955,If,Qualitative Concept,28493
small,C25376,Small,Qualitative Concept,28517
finding,C3367,Finding,Finding,28529
agrees,C104478,Agree,Intellectual Product,28537
previous,C25627,Previous,Temporal Concept,28549
reports,C41191,Reporter,Professional or Occupational Group,28558
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28587
over,C65018,Over,Qualitative Concept,28591
EEG,C38054,Electroencephalography,Diagnostic Procedure,28596
detection,C16210,Detection,Diagnostic Procedure,28609
patients,C53691,Veterinary Patient,Organism,28637
lateral,C25230,Lateral,Spatial Concept,28651
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,28671
al,C111127,Aluminum Measurement,Laboratory Procedure,28697
b et,C105929,EDNRB wt Allele,Gene or Genome,28708
al,C111127,Aluminum Measurement,Laboratory Procedure,28719
al,C111127,Aluminum Measurement,Laboratory Procedure,28736
If,C64955,If,Qualitative Concept,28748
superficial,C25239,Superficial,Spatial Concept,28778
area,C25244,Area,Spatial Concept,28790
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,28796
detect,C117041,Dosing Days to Detection,Quantitative Concept,28806
activity,C43431,Activity,Activity,28819
spreading,C61404,Spread,Activity,28828
over,C65018,Over,Qualitative Concept,28838
area,C25244,Area,Spatial Concept,28846
small,C25376,Small,Qualitative Concept,28854
cm,C49668,Centimeter,Quantitative Concept,28865
al,C111127,Aluminum Measurement,Laboratory Procedure,28882
EEG,C38054,Electroencephalography,Diagnostic Procedure,28902
picks,C48912,Choose,Activity,28906
10,C69122,Ten,Quantitative Concept,28936
cm,C49668,Centimeter,Quantitative Concept,28939
Tao,C66643,Troleandomycin,Pharmacologic Substance,28946
al,C111127,Aluminum Measurement,Laboratory Procedure,28953
ECD,C52268,SHFM1 wt Allele,Gene or Genome,28976
parameters,C44175,Parameter,Conceptual Entity,28980
between,C94545,Between,Qualitative Concept,28991
each,C64933,Each,Qualitative Concept,28999
type,C25284,Type,Functional Concept,29004
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,29012
sensor,C28220,Sensor,Medical Device,29016
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,29028
have,C101282,Have,Classification,29083
radius,C63921,Radius,Spatial Concept,29098
larger,C49508,Large,Qualitative Concept,29109
larger,C49508,Large,Qualitative Concept,29187
radius,C63921,Radius,Spatial Concept,29194
Fig,C71971,Fig,"Plant, Food",29228
result,C20200,Outcome,Finding,29242
suggests,C48313,Suggestion,Conceptual Entity,29249
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,29267
superior,C25235,Superior,Spatial Concept,29283
sources,C25683,Source,Qualitative Concept,29303
superior,C25235,Superior,Spatial Concept,29334
superficial,C25239,Superficial,Spatial Concept,29347
proposal,C60762,Proposal,Intellectual Product,29373
agreement,C25369,Agreement,Social Behavior,29388
study,C63536,Study,Research Activity,29421
found,C25626,Present,Qualitative Concept,29451
sensitivity,C25201,Sensitivity,Quantitative Concept,29462
decays,C75947,Decay,Phenomenon or Process,29493
more,C128667,More,Qualitative Concept,29500
rapidly,C65069,Rapidly,Qualitative Concept,29505
over,C65018,Over,Qualitative Concept,29513
distance,C25167,Distance,Quantitative Concept,29518
sensitivity,C25201,Sensitivity,Quantitative Concept,29532
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,29551
characteristic,C25447,Characteristic,Conceptual Entity,29589
out,C25650,Removed,Qualitative Concept,29617
signals,C17133,Signal Transduction,Molecular Function,29621
distant,C25321,Distant,Spatial Concept,29645
areas,C16632,Geographic Area,Geographic Area,29653
noise,C45783,Noise,Phenomenon or Process,29686
characteristic,C25447,Characteristic,Conceptual Entity,29720
sources,C25683,Source,Qualitative Concept,29803
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,29828
appears,C124197,Appearance Distress,Intellectual Product,29841
display,C25485,Display,Activity,29852
better,C71685,Better,Qualitative Concept,29860
sensitivity,C25201,Sensitivity,Quantitative Concept,29867
deep,C25240,Deep,Spatial Concept,29883
sources,C25683,Source,Qualitative Concept,29888
less,C61422,Lesser,Qualitative Concept,29900
superficial,C25239,Superficial,Spatial Concept,29919
sources,C25683,Source,Qualitative Concept,29931
compared,C49156,Comparison,Activity,29939
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,29973
recordings,C25198,Record,Intellectual Product,29986
susceptible,C85563,Antimicrobial Susceptibility Result,Laboratory or Test Result,30001
interference,C72886,Interference,Activity,30016
environmental,C16551,Environment,Functional Concept,30034
noise,C45783,Noise,Phenomenon or Process,30048
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,30081
requires,C38015,Requirement,Conceptual Entity,30094
large,C49508,Large,Qualitative Concept,30114
mo,C29846,Month,Temporal Concept,30127
overcome,C90036,Overcome,Activity,30139
background,C45782,Background,Conceptual Entity,30148
noise,C45783,Noise,Phenomenon or Process,30159
even,C64936,Evening,Temporal Concept,30165
superficial,C25239,Superficial,Spatial Concept,30174
lateral,C25230,Lateral,Spatial Concept,30208
area,C25244,Area,Spatial Concept,30216
addition,C64911,Add,Activity,30225
since,C45325,Since,Temporal Concept,30235
pattern,C25336,Pattern,Spatial Concept,30253
generated,C48151,Generation,Conceptual Entity,30261
superficial,C25239,Superficial,Spatial Concept,30274
condensed,C19395,Chromosome Condensation,Cell Function,30296
space,C63629,Space,Spatial Concept,30309
size,C25681,Size,Quantitative Concept,30320
sensor,C28220,Sensor,Medical Device,30332
unit distance,C42578,Unit of Length,Quantitative Concept,30339
between,C94545,Between,Qualitative Concept,30361
sensor,C28220,Sensor,Medical Device,30369
elements,C1940,Element,"Element, Ion, or Isotope",30376
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,30388
not,C25594,Negation,Functional Concept,30407
small,C25376,Small,Qualitative Concept,30414
features,C70838,Image Feature,Qualitative Concept,30483
higher,C25227,High,Qualitative Concept,30503
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,30529
deep,C25240,Deep,Spatial Concept,30567
sources,C25683,Source,Qualitative Concept,30572
large,C49508,Large,Qualitative Concept,30600
lower,C25309,Lower,Spatial Concept,30629
sensitivity signals,C68816,Sensitivity,Qualitative Concept,30635
superficial,C25239,Superficial,Spatial Concept,30673
area,C25244,Area,Spatial Concept,30685
compare,C49156,Comparison,Activity,30695
sensitivity,C25201,Sensitivity,Quantitative Concept,30703
between,C94545,Between,Qualitative Concept,30715
sensor,C28220,Sensor,Medical Device,30723
types,C25284,Type,Functional Concept,30730
ECD,C52268,SHFM1 wt Allele,Gene or Genome,30752
locations,C127336,Location of Pharyngeal Residue Following Swallowing,Finding,30756
classified,C25373,Classified,Qualitative Concept,30779
lateral,C25230,Lateral,Spatial Concept,30793
mesial,C81170,Midline,Spatial Concept,30804
basis,C25430,Basis,Qualitative Concept,30825
each,C64933,Each,Qualitative Concept,30858
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,30867
each,C64933,Each,Qualitative Concept,30874
patient,C16960,Patient,Patient or Disabled Group,30879
mesial,C81170,Midline,Spatial Concept,30894
range,C38013,Range,Quantitative Concept,30913
only,C65011,Only,Qualitative Concept,30924
Case,C49152,Case,Qualitative Concept,30948
greater than,C61584,Greater Than,Quantitative Concept,30972
range,C38013,Range,Quantitative Concept,30989
only,C65011,Only,Qualitative Concept,31001
Fig,C71971,Fig,"Plant, Food",31014
contrast,C70754,Contrast,Conceptual Entity,31026
lateral,C25230,Lateral,Spatial Concept,31042
range,C38013,Range,Quantitative Concept,31062
percentages,C25613,Percentage,Conceptual Entity,31071
only,C65011,Only,Qualitative Concept,31089
larger,C49508,Large,Qualitative Concept,31143
number,C25337,Number,Quantitative Concept,31150
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,31200
Fig,C71971,Fig,"Plant, Food",31214
suggests,C48313,Suggestion,Conceptual Entity,31228
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,31246
more,C128667,More,Qualitative Concept,31262
mesial,C81170,Midline,Spatial Concept,31284
lateral,C25230,Lateral,Spatial Concept,31341
Related,C53260,Definitely Related to Intervention,Qualitative Concept,31358
issue,C43415,Issue,Manufactured Object,31374
lateral,C25230,Lateral,Spatial Concept,31403
mesial,C81170,Midline,Spatial Concept,31444
Figs,C71971,Fig,"Plant, Food",31459
derived,C81197,Derived Flag,Conceptual Entity,31497
selection bias,C28186,Selection Bias,Quantitative Concept,31531
given,C64974,Give,Activity,31547
small,C25376,Small,Qualitative Concept,31557
number,C25337,Number,Quantitative Concept,31563
patients,C53691,Veterinary Patient,Organism,31573
patients,C53691,Veterinary Patient,Organism,31621
mesial,C81170,Midline,Spatial Concept,31635
temporal,C73990,Temporal,Temporal Concept,31642
foci,C25511,Focus,Spatial Concept,31661
have,C101282,Have,Classification,31672
Fig,C71971,Fig,"Plant, Food",31698
Anatomical locations,C74456,CDISC SDTM Anatomical Location Terminology,Intellectual Product,31706
ECD,C52268,SHFM1 wt Allele,Gene or Genome,31717
only,C65011,Only,Qualitative Concept,31736
only,C65011,Only,Qualitative Concept,31747
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,31760
classified,C25373,Classified,Qualitative Concept,31770
terms,C114093,Term Birth,Finding,31784
mesial,C81170,Midline,Spatial Concept,31793
lateral,C25230,Lateral,Spatial Concept,31804
groups,C42684,User Group,Population Group,31812
vertical,C25243,Vertical,Spatial Concept,31835
lines,C71221,Line Unit of Length,Quantitative Concept,31844
collateral sulcus,C32342,Collateral Sulcus,Anatomical Structure,31859
Mesial,C81170,Midline,Spatial Concept,31919
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,31955
collateral sulcus,C32342,Collateral Sulcus,Anatomical Structure,31982
sulcus temporal,C33744,Temporal Sulcus,Anatomical Structure,31993
Lateral,C25230,Lateral,Spatial Concept,32001
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,32038
Fig,C71971,Fig,"Plant, Food",32091
Populations,C17005,Population Group,Population Group,32099
detected,C25481,Detected,Conceptual Entity,32131
only,C65011,Only,Qualitative Concept,32155
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,32164
only,C65011,Only,Qualitative Concept,32177
both,C49636,Both,Qualitative Concept,32190
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,32211
mesial,C81170,Midline,Spatial Concept,32228
lateral,C25230,Lateral,Spatial Concept,32239
percentage,C25613,Percentage,Conceptual Entity,32269
scale,C25664,Scale,Intellectual Product,32280
patients,C53691,Veterinary Patient,Organism,32292
mesial,C81170,Midline,Spatial Concept,32337
temporal,C73990,Temporal,Temporal Concept,32344
area,C25244,Area,Spatial Concept,32353
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,32359
detected,C25481,Detected,Conceptual Entity,32372
larger,C49508,Large,Qualitative Concept,32397
number,C25337,Number,Quantitative Concept,32404
Wilcoxon signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,32446
lateral,C25230,Lateral,Spatial Concept,32521
temporal,C73990,Temporal,Temporal Concept,32529
area,C25244,Area,Spatial Concept,32538
detected,C25481,Detected,Conceptual Entity,32556
larger,C49508,Large,Qualitative Concept,32581
number,C25337,Number,Quantitative Concept,32588
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,32610
Wilcoxon signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,32631
discharges,C26416,Mouse Discharge,Tissue,32671
lateral,C25230,Lateral,Spatial Concept,32699
compared,C49156,Comparison,Activity,32717
mesial,C81170,Midline,Spatial Concept,32754
temporal,C73990,Temporal,Temporal Concept,32761
structure,C41186,Structure,Functional Concept,32770
have,C101282,Have,Classification,32789
other,C17649,Other,Qualitative Concept,32810
trend,C17216,Trends,Qualitative Concept,32838
affected,C64917,Affected,Qualitative Concept,32847
properties,C62498,Object Property,Conceptual Entity,32863
least square,C94919,Least Square,Quantitative Concept,32877
fit,C70826,Fit,Activity,32890
estimate,C25498,Estimate,Activity,32908
source,C25683,Source,Qualitative Concept,32919
location,C25341,Location,Spatial Concept,32936
source,C25683,Source,Qualitative Concept,32950
larger,C49508,Large,Qualitative Concept,32962
strength,C87802,Physical Strength,Conceptual Entity,32969
larger,C49508,Large,Qualitative Concept,33023
variation,C25713,Variation,Conceptual Entity,33030
source,C25683,Source,Qualitative Concept,33043
strength,C87802,Physical Strength,Conceptual Entity,33050
medial,C25232,Medial,Spatial Concept,33062
compared,C49156,Comparison,Activity,33076
lateral,C25230,Lateral,Spatial Concept,33096
effect,C25492,Effect,Phenomenon or Process,33117
not,C25594,Negation,Functional Concept,33129
large,C49508,Large,Qualitative Concept,33136
over,C65018,Over,Qualitative Concept,33199
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,33204
lateral,C25230,Lateral,Spatial Concept,33230
true,C68850,True,Conceptual Entity,33253
large,C49508,Large,Qualitative Concept,33276
area,C25244,Area,Spatial Concept,33304
uncertain,C47944,Uncertain,Qualitative Concept,33312
Further,C25519,Further,Qualitative Concept,33323
studies,C15206,Clinical Study,Research Activity,33331
increased,C25533,Increase,Qualitative Concept,33347
number,C25337,Number,Quantitative Concept,33357
patients,C53691,Veterinary Patient,Organism,33367
other,C17649,Other,Qualitative Concept,33380
types,C25284,Type,Functional Concept,33386
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,33395
lateral,C25230,Lateral,Spatial Concept,33433
can,C43180,Can,Manufactured Object,33453
have,C101282,Have,Classification,33457
large,C49508,Large,Qualitative Concept,33462
results,C20200,Outcome,Finding,33502
present,C25626,Present,Qualitative Concept,33517
study,C63536,Study,Research Activity,33525
magnetometers,C50053,Magnetometer Device Component,Manufactured Object,33565
mesial,C81170,Midline,Spatial Concept,33583
even,C64936,Evening,Temporal Concept,33598
limitations,C121422,Limited Lifting Ability,Intellectual Product,33619
patient,C16960,Patient,Patient or Disabled Group,33634
number type,C62438,Number Type,Conceptual Entity,33642
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,33653
relation,C21480,Relative,Human,33689
orientation,C77821,Orientation,Mental Process,33701
location,C25341,Location,Spatial Concept,33717
presented,C61388,Presentation,Activity,33743
anterior,C25231,Anterior,Spatial Concept,33758
horizontal,C25241,Horizontal,Spatial Concept,33776
correlated,C48834,Correlation,Conceptual Entity,33794
mesial,C81170,Midline,Spatial Concept,33810
temporal lobe,C12353,Temporal Lobe,"Body Part, Organ, or Organ Component",33817
onset,C25279,Onset,Temporal Concept,33831
anterior,C25231,Anterior,Spatial Concept,33842
vertical,C25243,Vertical,Spatial Concept,33860
anterior,C25231,Anterior,Spatial Concept,33881
mesial,C81170,Midline,Spatial Concept,33902
temporal lobe,C12353,Temporal Lobe,"Body Part, Organ, or Organ Component",33909
onset,C25279,Onset,Temporal Concept,33923
posterior,C25622,Posterior,Spatial Concept,33938
vertical,C25243,Vertical,Spatial Concept,33957
lateral,C25230,Lateral,Spatial Concept,33978
onset,C25279,Onset,Temporal Concept,34002
not,C25594,Negation,Functional Concept,34062
difference,C46003,Difference,Qualitative Concept,34077
orientation,C77821,Orientation,Mental Process,34095
between,C94545,Between,Qualitative Concept,34107
mesial,C81170,Midline,Spatial Concept,34115
lateral,C25230,Lateral,Spatial Concept,34126
present,C25626,Present,Qualitative Concept,34170
study,C63536,Study,Research Activity,34178
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,34197
mesial,C81170,Midline,Spatial Concept,34210
vertical,C25243,Vertical,Spatial Concept,34224
line,C71604,Line,Spatial Concept,34233
collateral sulcus,C32342,Collateral Sulcus,Anatomical Structure,34245
sulcus temporal sulcus temporal,C33744,Temporal Sulcus,Anatomical Structure,34256
classified,C25373,Classified,Qualitative Concept,34268
mesial,C81170,Midline,Spatial Concept,34282
lateral,C25230,Lateral,Spatial Concept,34308
vertical,C25243,Vertical,Spatial Concept,34323
line,C71604,Line,Spatial Concept,34332
lateral,C25230,Lateral,Spatial Concept,34371
not,C25594,Negation,Functional Concept,34422
correlated,C48834,Correlation,Conceptual Entity,34426
classification,C25161,Classification,Intellectual Product,34451
important,C115916,Important,Qualitative Concept,34497
ECD,C52268,SHFM1 wt Allele,Gene or Genome,34512
representation,C67045,Representation,Activity,34526
certain,C107561,Certain,Qualitative Concept,34546
extent,C25332,Extent,Quantitative Concept,34554
activated,C64382,Activation,Activity,34568
area,C25244,Area,Spatial Concept,34578
may,C106184,May,Qualitative Concept,34589
reason,C25638,Reason,Idea or Concept,34600
result,C20200,Outcome,Finding,34615
previous,C25627,Previous,Temporal Concept,34640
study,C63536,Study,Research Activity,34649
number,C25337,Number,Quantitative Concept,34661
channels,C44170,Channel,Conceptual Entity,34671
can,C43180,Can,Manufactured Object,34695
important,C115916,Important,Qualitative Concept,34710
factor,C25506,Factor,Functional Concept,34720
visual inspection,C92023,Device Visual Inspection Evaluation Method,Functional Concept,34730
present,C25626,Present,Qualitative Concept,34753
study,C63536,Study,Research Activity,34761
employed,C25172,Employment,Functional Concept,34767
visual,C38059,Visual,Conceptual Entity,34776
criteria,C25466,Criterion,Idea or Concept,34828
most,C25258,Most,Qualitative Concept,34837
frequently,C64649,Frequently,Qualitative Concept,34842
detection,C16210,Detection,Diagnostic Procedure,34868
configuration,C61532,Arrangement,Spatial Concept,34888
important,C115916,Important,Qualitative Concept,34905
visual inspection,C92023,Device Visual Inspection Evaluation Method,Functional Concept,34918
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,34992
only,C65011,Only,Qualitative Concept,35010
only,C65011,Only,Qualitative Concept,35073
Fig,C71971,Fig,"Plant, Food",35086
only,C65011,Only,Qualitative Concept,35098
larger,C49508,Large,Qualitative Concept,35119
number,C25337,Number,Quantitative Concept,35126
channels,C44170,Channel,Conceptual Entity,35136
distribution,C45273,Distribution,Activity,35157
may,C106184,May,Qualitative Concept,35177
impression,C122081,Radiologic Impression,Finding,35196
magnetometers,C50053,Magnetometer Device Component,Manufactured Object,35235
detection,C16210,Detection,Diagnostic Procedure,35259
can,C43180,Can,Manufactured Object,35269
broad,C61485,Broad,Qualitative Concept,35299
distribution,C45273,Distribution,Activity,35305
addition,C64911,Add,Activity,35322
signal noise ratio,C94983,Signal to Noise Ratio,Quantitative Concept,35338
point,C70656,Point,Spatial Concept,35377
number,C25337,Number,Quantitative Concept,35391
channels,C44170,Channel,Conceptual Entity,35401
present,C25626,Present,Qualitative Concept,35417
study,C63536,Study,Research Activity,35425
26,C126886,Twenty Six,Quantitative Concept,35447
both,C49636,Both,Qualitative Concept,35454
some,C65099,Some,Activity,35491
not,C25594,Negation,Functional Concept,35509
have,C101282,Have,Classification,35513
detected,C25481,Detected,Conceptual Entity,35523
small,C25376,Small,Qualitative Concept,35543
coverage,C68811,Cover,Activity,35549
magnetometers,C50053,Magnetometer Device Component,Manufactured Object,35561
magnetometers,C50053,Magnetometer Device Component,Manufactured Object,35597
have,C101282,Have,Classification,35617
some,C65099,Some,Activity,35645
result,C20200,Outcome,Finding,35667
some,C65099,Some,Activity,35675
detected,C25481,Detected,Conceptual Entity,35692
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,35704
only,C65011,Only,Qualitative Concept,35717
other,C17649,Other,Qualitative Concept,35726
detected,C25481,Detected,Conceptual Entity,35744
use,C25340,Use,Functional Concept,35801
both,C49636,Both,Qualitative Concept,35808
sensors,C28220,Sensor,Medical Device,35813
ideal,C28741,Ideal,Qualitative Concept,35830
mesial,C81170,Midline,Spatial Concept,35849
couple,C61302,Couple,Activity,35867
issues,C28020,Problem,Phenomenon or Process,35887
present,C25626,Present,Qualitative Concept,35908
study,C63536,Study,Research Activity,35916
One,C66832,One,Quantitative Concept,35923
type,C25284,Type,Functional Concept,35934
theoretical,C84379,Theory,Classification,35962
axial,C73439,Axial,Spatial Concept,35987
likely,C85550,Likely,Conceptual Entity,36019
perform,C38000,Performed,Qualitative Concept,36029
worse,C71686,Worse,Qualitative Concept,36037
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,36050
better,C71685,Better,Qualitative Concept,36068
deep,C25240,Deep,Spatial Concept,36105
sources,C25683,Source,Qualitative Concept,36110
al,C111127,Aluminum Measurement,Laboratory Procedure,36133
Since,C45325,Since,Temporal Concept,36145
current employed,C123286,Currently Employed,Intellectual Product,36155
study,C63536,Study,Research Activity,36163
type,C25284,Type,Functional Concept,36185
axial,C73439,Axial,Spatial Concept,36239
type,C25284,Type,Functional Concept,36245
important,C115916,Important,Qualitative Concept,36272
point,C70656,Point,Spatial Concept,36282
accuracy,C49145,Accuracy,Qualitative Concept,36300
source,C25683,Source,Qualitative Concept,36312
estimation,C53327,Statistical Estimation,Research Activity,36319
not evaluated,C62222,Unevaluable,Quantitative Concept,36334
not present,C48190,Absent,Qualitative Concept,36334
study,C63536,Study,Research Activity,36363
factor,C25506,Factor,Functional Concept,36375
can,C43180,Can,Manufactured Object,36382
only,C65011,Only,Qualitative Concept,36386
simultaneous,C25456,Concurrent,Qualitative Concept,36408
invasive,C14159,Invasive,Qualitative Concept,36434
electrocorticography,C116664,Electrocorticography,Diagnostic Procedure,36443
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,36468
conclusion,C54033,Conclusion,Finding,36477
present,C25626,Present,Qualitative Concept,36493
study clinical,C15206,Clinical Study,Research Activity,36501
confirmed,C25458,Confirmation,Conceptual Entity,36507
usefulness,C107498,Useful,Qualitative Concept,36530
magnetometers,C50053,Magnetometer Device Component,Manufactured Object,36544
discharges,C26416,Mouse Discharge,Tissue,36584
deep,C25240,Deep,Spatial Concept,36608
sources,C25683,Source,Qualitative Concept,36613
Application,C70867,Application,Intellectual Product,36622
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,36641
usefulness,C107498,Useful,Qualitative Concept,36674
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,36688
detection,C16210,Detection,Diagnostic Procedure,36702
use,C25340,Use,Functional Concept,36727
both,C49636,Both,Qualitative Concept,36734
sensors,C28220,Sensor,Medical Device,36739
ideal,C28741,Ideal,Qualitative Concept,36756
medial,C25232,Medial,Spatial Concept,36775
results,C20200,Outcome,Finding,36797
suggest,C48313,Suggestion,Conceptual Entity,36805
deep,C25240,Deep,Spatial Concept,36851
sources,C25683,Source,Qualitative Concept,36856
other,C17649,Other,Qualitative Concept,36864
mesial,C81170,Midline,Spatial Concept,36875
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,36892
