Mention,ConceptCode,ConceptName,SemanticType,Start
represents,C67045,Representation,Activity,25470
standard care,C94396,Best Practice,Health Care Activity,25481
SOC,C71888,MedDRA System Organ Class,Idea or Concept,25499
red,C48326,Red,Qualitative Concept,25505
Placebo,C753,Placebo,Conceptual Entity,25510
Error,C43369,Error,Conceptual Entity,25519
bars,C48475,Bar Dosing Unit,Quantitative Concept,25525
represent,C67045,Representation,Activity,25530
confidence interval,C53324,Confidence Interval,Quantitative Concept,25544
CI,C112239,Coagulation Index Measurement,Laboratory Procedure,25565
estimated,C25498,Estimate,Activity,25570
100,C105814,One Hundred,Quantitative Concept,25586
sample size,C53190,Sample Size,Quantitative Concept,25590
image,C48179,Image,Entity,25641
Vertical,C25243,Vertical,Spatial Concept,25648
areas,C16632,Geographic Area,Geographic Area,25664
represent,C67045,Representation,Activity,25670
days 1 days 1 2 days 1 2,C126448,One or Two Days,Intellectual Product,25684
treatment during Course,C127075,Smoked Cigarettes During the Course of Treatment,Intellectual Product,25692
22,C126884,Twenty Two,Quantitative Concept,25751
26,C126886,Twenty Six,Quantitative Concept,25757
Alterations,C28344,Alteration,Conceptual Entity,25788
Statistical,C17167,Statistics,Occupation or Discipline,25807
compared,C49156,Comparison,Activity,25849
sensitivity,C25201,Sensitivity,Quantitative Concept,25862
inferences,C75591,Inference,Activity,25889
both,C49636,Both,Qualitative Concept,25903
NCI,C19202,National Cancer Institute,Health Care Related Organization,25920
tests resulting,C36292,Laboratory Test Result,Laboratory or Test Result,25924
inputs,C47905,Input,Conceptual Entity,25965
three,C66834,Three,Quantitative Concept,25977
staining,C50753,Staining,Finding,25983
index,C25390,Index,Intellectual Product,25992
calculation,C54125,Calculation,Activity,25998
methods,C71460,Method,Conceptual Entity,26010
whole,C25326,Whole,Qualitative Concept,26022
slide,C25325,Slide,Manufactured Object,26028
index,C25390,Index,Intellectual Product,26034
non,C25594,Negation,Functional Concept,26044
overlapping,C54669,Overlap,Conceptual Entity,26048
whole,C25326,Whole,Qualitative Concept,26060
grid,C70846,Grid,Manufactured Object,26066
indices,C50001,Indicator Device Component,Manufactured Object,26071
uniform,C73944,Uniform,Qualitative Concept,26110
random sampling,C53194,Random Sampling,Activity,26118
non,C25594,Negation,Functional Concept,26137
overlapping,C54669,Overlap,Conceptual Entity,26141
whole,C25326,Whole,Qualitative Concept,26153
grid,C70846,Grid,Manufactured Object,26159
Fig,C71971,Fig,"Plant, Food",26171
Since,C45325,Since,Temporal Concept,26180
temporal,C73990,Temporal,Temporal Concept,26190
analysis,C25391,Analysis,Activity,26199
adds,C64911,Add,Activity,26208
third,C25260,Third,Qualitative Concept,26215
dimension,C25483,Dimension,Spatial Concept,26221
full,C25517,Full,Qualitative Concept,26234
detailed,C25480,Details,Idea or Concept,26239
comparison,C49156,Comparison,Activity,26248
all,C64916,All,Qualitative Concept,26262
sample sizes,C53190,Sample Size,Quantitative Concept,26288
Fig,C71971,Fig,"Plant, Food",26304
long,C25248,Long,Qualitative Concept,26328
Without,C25718,Without,Qualitative Concept,26334
loss,C25559,Loss,Quantitative Concept,26344
focus,C25511,Focus,Spatial Concept,26367
two,C66833,Two,Quantitative Concept,26376
sizes,C25681,Size,Quantitative Concept,26385
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,26395
quantification,C48937,Quantitation,Activity,26399
representatives,C67045,Representation,Activity,26418
local,C67263,Local,Spatial Concept,26437
cellular,C111153,Cellularity Measurement,Laboratory Procedure,26443
activity,C43431,Activity,Activity,26452
50,C105785,Fifty,Quantitative Concept,26462
tissue,C33177,Tissue,Tissue,26476
scale,C25664,Scale,Intellectual Product,26483
activity,C43431,Activity,Activity,26489
500,C16876,Montserrat,Geographic Area,26499
results,C20200,Outcome,Finding,26515
comparison,C49156,Comparison,Activity,26531
Fig,C71971,Fig,"Plant, Food",26545
increased sensitivity,C63078,Increased Device Sensitivity,Event,26561
increased sensitivity,C73503,Increased Sensitivity,Phenomenon or Process,26561
detection,C16210,Detection,Diagnostic Procedure,26571
test,C47891,Test,Activity,26604
deriving,C45673,Deriving,Qualitative Concept,26609
inputs,C47905,Input,Conceptual Entity,26618
quantification,C48937,Quantitation,Activity,26634
method,C71460,Method,Conceptual Entity,26649
significance,C41130,Significant,Functional Concept,26688
test,C47891,Test,Activity,26712
deriving,C45673,Deriving,Qualitative Concept,26717
inputs,C47905,Input,Conceptual Entity,26726
whole,C25326,Whole,Qualitative Concept,26742
slide,C25325,Slide,Manufactured Object,26748
different,C46003,Difference,Qualitative Concept,26757
time points,C68568,Timepoint,Temporal Concept,26767
time points,C68568,Timepoint,Temporal Concept,26767
general,C115727,Safety Reporting Documentation,Intellectual Product,26783
if,C64955,If,Qualitative Concept,26792
tests,C47891,Test,Activity,26803
detect,C117041,Dosing Days to Detection,Quantitative Concept,26809
significant,C41130,Significant,Functional Concept,26816
differences,C46003,Difference,Qualitative Concept,26828
direction,C42677,Direction,Spatial Concept,26850
whole,C25326,Whole,Qualitative Concept,26866
slide,C25325,Slide,Manufactured Object,26872
indices,C50001,Indicator Device Component,Manufactured Object,26878
input,C47905,Input,Conceptual Entity,26889
then,C65106,Then,Qualitative Concept,26896
both,C49636,Both,Qualitative Concept,26901
NCI,C19202,National Cancer Institute,Health Care Related Organization,26914
tests,C47891,Test,Activity,26918
detect,C117041,Dosing Days to Detection,Quantitative Concept,26924
significant,C41130,Significant,Functional Concept,26931
differences,C46003,Difference,Qualitative Concept,26943
same,C64637,Same,Qualitative Concept,26962
direction,C42677,Direction,Spatial Concept,26967
quantification,C48937,Quantitation,Activity,27000
method,C71460,Method,Conceptual Entity,27015
tests,C47891,Test,Activity,27037
deriving,C45673,Deriving,Qualitative Concept,27043
inputs,C47905,Input,Conceptual Entity,27052
method,C71460,Method,Conceptual Entity,27068
required,C25652,Requirement,Functional Concept,27075
number,C25337,Number,Quantitative Concept,27092
samples,C70699,Biospecimen,Body Substance,27102
detect,C117041,Dosing Days to Detection,Quantitative Concept,27113
significant statistical,C28110,Statistically Significant,Quantitative Concept,27120
differences,C46003,Difference,Qualitative Concept,27132
compared,C49156,Comparison,Activity,27147
NCI,C19202,National Cancer Institute,Health Care Related Organization,27165
tests,C47891,Test,Activity,27169
given,C64974,Give,Activity,27181
size,C25681,Size,Quantitative Concept,27192
agreement,C25369,Agreement,Social Behavior,27214
direction,C42677,Direction,Spatial Concept,27233
whole,C25326,Whole,Qualitative Concept,27277
slide,C25325,Slide,Manufactured Object,27283
indices,C50001,Indicator Device Component,Manufactured Object,27289
if,C64955,If,Qualitative Concept,27298
present,C25626,Present,Qualitative Concept,27301
observations,C25598,Observation,Activity,27324
mostly true,C123359,Mostly True,Intellectual Product,27346
comparisons,C49156,Comparison,Activity,27362
between,C94545,Between,Qualitative Concept,27374
directions,C42677,Direction,Spatial Concept,27386
method,C71460,Method,Conceptual Entity,27424
based,C48055,Base,Qualitative Concept,27431
inputs,C47905,Input,Conceptual Entity,27440
method,C71460,Method,Conceptual Entity,27456
whole,C25326,Whole,Qualitative Concept,27479
grid,C70846,Grid,Manufactured Object,27485
few,C64942,Few,Quantitative Concept,27503
exceptions,C54420,Exception,Qualitative Concept,27507
detail,C25480,Details,Idea or Concept,27542
Supplemental,C68641,Supplement,Functional Concept,27556
map,C43433,Map,Manufactured Object,27587
two,C66833,Two,Quantitative Concept,27611
one,C66832,One,Quantitative Concept,27615
Mann Whitney tests,C53247,Mann-Whitney Test,Quantitative Concept,27625
Wilcoxon tests,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,27638
non,C25594,Negation,Functional Concept,27663
overlapping,C54669,Overlap,Conceptual Entity,27667
confidence interval,C53324,Confidence Interval,Quantitative Concept,27679
NCI,C19202,National Cancer Institute,Health Care Related Organization,27700
size,C25681,Size,Quantitative Concept,27717
50,C105785,Fifty,Quantitative Concept,27725
500,C16876,Montserrat,Geographic Area,27738
significance level,C41265,Significance Level,Quantitative Concept,27756
calculated,C54125,Calculation,Activity,27787
significance,C41130,Significant,Functional Concept,27802
tests,C47891,Test,Activity,27826
data,C25474,Data,Idea or Concept,27848
fraction,C25514,Fraction,Conceptual Entity,27860
tests,C47891,Test,Activity,27876
significance,C41130,Significant,Functional Concept,27895
less than,C61585,Less Than,Functional Concept,27908
more than,C61584,Greater Than,Quantitative Concept,27927
repeats,C47942,Repeat Pattern,Spatial Concept,27948
total,C25304,Total,Qualitative Concept,27957
100,C105814,One Hundred,Quantitative Concept,27966
entire,C25497,Entire,Qualitative Concept,27992
grid,C70846,Grid,Manufactured Object,27999
data,C25474,Data,Idea or Concept,28004
without,C25718,Without,Qualitative Concept,28009
sampling,C25662,Sampling,Activity,28017
tests,C47891,Test,Activity,28033
calculate,C54125,Calculation,Activity,28042
p value,C44185,P-Value,Qualitative Concept,28054
whole,C25326,Whole,Qualitative Concept,28066
grid,C70846,Grid,Manufactured Object,28072
whole,C25326,Whole,Qualitative Concept,28092
slide,C25325,Slide,Manufactured Object,28098
index,C25390,Index,Intellectual Product,28104
tests,C47891,Test,Activity,28117
calculate,C54125,Calculation,Activity,28126
p value,C44185,P-Value,Qualitative Concept,28138
whole,C25326,Whole,Qualitative Concept,28150
slide,C25325,Slide,Manufactured Object,28156
combination,C61517,Combination,Conceptual Entity,28179
fill,C54093,Fill,Activity,28194
border,C80507,Border,Classification,28203
colors,C64546,Color Assessment,Laboratory Procedure,28210
symbols,C54191,Symbol,Functional Concept,28221
statistical significance,C61040,Statistical Significance,Qualitative Concept,28241
Solid,C45300,Solid,Substance,28267
white,C48325,White,Qualitative Concept,28273
patches,C18605,Protein Patched Homolog 1,"Receptor, Amino Acid, Peptide, or Protein",28279
gray,C48324,Gray,Qualitative Concept,28292
border,C80507,Border,Classification,28297
indicates,C50001,Indicator Device Component,Manufactured Object,28304
no,C49487,No,Classification,28314
statistically significant,C28110,Statistically Significant,Quantitative Concept,28317
difference,C46003,Difference,Qualitative Concept,28343
detected,C25481,Detected,Conceptual Entity,28357
NCI,C19202,National Cancer Institute,Health Care Related Organization,28377
tests,C47891,Test,Activity,28381
All,C64916,All,Qualitative Concept,28388
combinations,C61517,Combination,Conceptual Entity,28396
fill,C54093,Fill,Activity,28412
border,C80507,Border,Classification,28421
colors,C64546,Color Assessment,Laboratory Procedure,28428
symbols,C54191,Symbol,Functional Concept,28439
have,C101282,Have,Classification,28461
additive,C63495,Additive,Chemical Viewed Functionally,28466
interpretations,C86557,Interpreter,Occupation or Discipline,28475
light,C68808,Light,Qualitative Concept,28498
blue,C48333,Blue,Qualitative Concept,28504
fill,C54093,Fill,Activity,28509
blue,C48333,Blue,Qualitative Concept,28524
border,C80507,Border,Classification,28529
means,C47955,Means,Conceptual Entity,28545
placebo,C753,Placebo,Conceptual Entity,28551
staining,C50753,Staining,Finding,28559
index,C25390,Index,Intellectual Product,28568
statistically,C17167,Statistics,Occupation or Discipline,28577
greater than,C61584,Greater Than,Quantitative Concept,28591
SOC,C71888,MedDRA System Organ Class,Idea or Concept,28604
50,C105785,Fifty,Quantitative Concept,28611
500,C16876,Montserrat,Geographic Area,28624
sizes,C25681,Size,Quantitative Concept,28639
both,C49636,Both,Qualitative Concept,28648
NCI,C19202,National Cancer Institute,Health Care Related Organization,28661
tests,C47891,Test,Activity,28665
analysis,C25391,Analysis,Activity,28762
tools,C84337,Scientific Equipment,Manufactured Object,28771
field,C70773,Field,Conceptual Entity,28782
digital,C62251,Digital,Qualitative Concept,28791
pathology,C18189,Pathology,Biomedical Occupation or Discipline,28799
recent,C25280,Recent,Temporal Concept,28834
potential,C62230,Potential,Idea or Concept,28852
solution,C70830,Solution,Substance,28862
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,28901
quantification,C48937,Quantitation,Activity,28905
entire,C25497,Entire,Qualitative Concept,28933
histological,C25526,Histologic,Qualitative Concept,28940
sections,C48956,Section,Geographic Area,28953
established,C71155,Established,Qualitative Concept,28972
tumors,C98275,Tumor Mass,Finding,28994
exhibit,C96979,Exhibit,Intellectual Product,29001
heterogeneity,C28359,Heterogeneity,Qualitative Concept,29017
analysis,C25391,Analysis,Activity,29045
tools,C84337,Scientific Equipment,Manufactured Object,29054
do,C86066,Do,Activity,29060
not,C25594,Negation,Functional Concept,29063
account,C88186,Financial Account,Classification,29067
heterogeneity,C28359,Heterogeneity,Qualitative Concept,29092
information,C48191,Information,Conceptual Entity,29118
lost,C25560,Lost,Qualitative Concept,29133
heterogeneity,C28359,Heterogeneity,Qualitative Concept,29147
reduced,C25640,Reduced,Qualitative Concept,29164
into,C25544,Into,Spatial Concept,29172
single,C48440,Single,Qualitative Concept,29179
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,29186
index,C25390,Index,Intellectual Product,29190
method,C71460,Method,Conceptual Entity,29214
heterogeneity,C28359,Heterogeneity,Qualitative Concept,29253
distributions,C45273,Distribution,Activity,29290
staining,C50753,Staining,Finding,29307
indices,C50001,Indicator Device Component,Manufactured Object,29316
uses,C107498,Useful,Qualitative Concept,29328
distributions,C45273,Distribution,Activity,29339
compare,C49156,Comparison,Activity,29365
biological,C28226,Biological,Conceptual Entity,29373
properties,C62498,Object Property,Conceptual Entity,29384
tissue,C33177,Tissue,Tissue,29398
response,C25755,Response,Phenomenon or Process,29405
therapy,C49236,Therapeutic Procedure,Therapeutic or Preventive Procedure,29417
use,C25340,Use,Functional Concept,29430
weights,C48192,Importance Weight,Idea or Concept,29449
makes,C25392,Manufacturer,Intellectual Product,29457
method,C71460,Method,Conceptual Entity,29467
robust,C94972,Robust,Qualitative Concept,29474
fragmented,C124536,Fragmented,Qualitative Concept,29495
tissues,C33177,Tissue,Tissue,29506
viable,C25324,Viable,Qualitative Concept,29521
tumor,C98275,Tumor Mass,Finding,29528
regions,C41129,Region,Spatial Concept,29534
Fig,C71971,Fig,"Plant, Food",29545
not,C25594,Negation,Functional Concept,29567
sensitive,C3114,Hypersensitivity,Disease or Syndrome,29571
filled,C54093,Fill,Activity,29594
grid,C70846,Grid,Manufactured Object,29601
capability,C74979,Capability,Qualitative Concept,29618
important,C115916,Important,Qualitative Concept,29632
primary tumors,C8509,Primary Neoplasm,Neoplastic Process,29656
tumors cells,C23852,Murine Tumor Cells,Cell,29664
micro,C48438,Micro,Quantitative Concept,29674
metastases,C19151,Metastasis,Pathologic Function,29680
host,C66819,Host,Organism,29734
tissue,C33177,Tissue,Tissue,29739
small,C25376,Small,Qualitative Concept,29749
using test test,C92020,Device Use Testing Evaluation Method,Functional Concept,29774
whole,C25326,Whole,Qualitative Concept,29780
slide,C25325,Slide,Manufactured Object,29786
data,C25474,Data,Idea or Concept,29792
only,C65011,Only,Qualitative Concept,29803
single,C48440,Single,Qualitative Concept,29810
statistical test,C53228,Statistical Test,Quantitative Concept,29817
provide,C80514,Provide,Activity,29838
one,C66832,One,Quantitative Concept,29846
p value,C44185,P-Value,Qualitative Concept,29850
single,C48440,Single,Qualitative Concept,29865
test not,C101887,Not Tested,Qualitative Concept,29872
does,C86066,Do,Activity,29877
sensitive,C3114,Hypersensitivity,Disease or Syndrome,29895
detected,C25481,Detected,Conceptual Entity,29911
differences,C46003,Difference,Qualitative Concept,29920
uncontrolled,C48932,Uncontrolled,Qualitative Concept,29939
experimental,C28296,Experimental,Conceptual Entity,29952
variations,C25713,Variation,Conceptual Entity,29965
amount,C25417,Amount,Qualitative Concept,29987
tissue,C33177,Tissue,Tissue,29997
size,C25681,Size,Quantitative Concept,30017
tissue,C33177,Tissue,Tissue,30025
section,C48956,Section,Geographic Area,30032
overcome,C90036,Overcome,Activity,30045
issue,C43415,Issue,Manufactured Object,30059
sample,C70699,Biospecimen,Body Substance,30069
fraction,C25514,Fraction,Conceptual Entity,30078
each,C64933,Each,Qualitative Concept,30102
statistical test,C53228,Statistical Test,Quantitative Concept,30107
repeat,C47886,Repeat,Activity,30129
use tests,C92020,Device Use Testing Evaluation Method,Functional Concept,30149
percentage,C25613,Percentage,Conceptual Entity,30153
coverage,C68811,Cover,Activity,30164
samples,C70699,Biospecimen,Body Substance,30176
measure,C25209,Measurement,Quantitative Concept,30207
use,C25340,Use,Functional Concept,30235
errors,C43369,Error,Conceptual Entity,30239
sample means variances,C71567,Sample Variance of Sample Mean,Quantitative Concept,30249
sample measures,C71559,Sample Statistic,Quantitative Concept,30249
percentage,C25613,Percentage,Conceptual Entity,30280
coverage,C68811,Cover,Activity,30291
quality,C25283,Quality,Conceptual Entity,30315
larger,C49508,Large,Qualitative Concept,30346
sample sizes,C53190,Sample Size,Quantitative Concept,30353
have,C101282,Have,Classification,30366
errors,C43369,Error,Conceptual Entity,30379
sample means variances,C71567,Sample Variance of Sample Mean,Quantitative Concept,30389
more,C128667,More,Qualitative Concept,30459
likely,C85550,Likely,Conceptual Entity,30464
p values,C44185,P-Value,Qualitative Concept,30499
statistically significant,C28110,Statistically Significant,Quantitative Concept,30545
differences,C46003,Difference,Qualitative Concept,30571
detected,C25481,Detected,Conceptual Entity,30583
fraction,C25514,Fraction,Conceptual Entity,30608
tissue,C33177,Tissue,Tissue,30620
errors,C43369,Error,Conceptual Entity,30639
sample means sample variances,C71567,Sample Variance of Sample Mean,Quantitative Concept,30649
means sample variances,C71567,Sample Variance of Sample Mean,Quantitative Concept,30656
more,C128667,More,Qualitative Concept,30686
study,C63536,Study,Research Activity,30708
given,C64974,Give,Activity,30721
tissue,C33177,Tissue,Tissue,30727
percentage,C25613,Percentage,Conceptual Entity,30734
coverage,C68811,Cover,Activity,30745
low,C54722,Low,Qualitative Concept,30758
choice,C48912,Choose,Activity,30774
size,C25681,Size,Quantitative Concept,30789
50,C105785,Fifty,Quantitative Concept,30797
provided,C80514,Provide,Activity,30806
lowest,C43517,Lowest,Spatial Concept,30819
level,C25554,Level,Quantitative Concept,30826
error,C43369,Error,Conceptual Entity,30835
bias,C28232,Bias,Idea or Concept,30845
tests,C47891,Test,Activity,30871
based,C48055,Base,Qualitative Concept,30877
whole,C25326,Whole,Qualitative Concept,30886
slide,C25325,Slide,Manufactured Object,30892
general,C115727,Safety Reporting Documentation,Intellectual Product,30911
fluorescence,C16586,Fluorescence,Phenomenon or Process,30936
based,C48055,Base,Qualitative Concept,30949
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,30956
qualitative,C92722,Qualitative Concept,Conceptual Entity,30965
quantitative,C70766,Quantitative Concept,Conceptual Entity,30985
measure,C25209,Measurement,Quantitative Concept,30998
most,C25258,Most,Qualitative Concept,31009
applications,C50341,Applicator Device Component,Manufactured Object,31014
al,C111127,Aluminum Measurement,Laboratory Procedure,31065
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,31076
variability,C85443,Variability,Conceptual Entity,31080
tissue preparation,C49337,Tissue Preparation or Processing Technique,Laboratory Procedure,31093
staining,C50753,Staining,Finding,31113
validation,C16237,Validation,Research Activity,31122
interpretation,C41255,Interpretation,Mental Process,31134
standards,C44275,Standard,Conceptual Entity,31158
major,C45368,Major,Qualitative Concept,31202
measure,C25209,Measurement,Quantitative Concept,31223
quantitative,C70766,Quantitative Concept,Conceptual Entity,31243
one,C66832,One,Quantitative Concept,31256
use,C25340,Use,Functional Concept,31263
image analysis,C17606,Image Processing,Activity,31270
challenge,C78166,Challenge,Activity,31294
development,C18732,Development,Organism Function,31312
new,C25586,New,Qualitative Concept,31327
biomarkers,C16342,Biomarker,Functional Concept,31331
al,C111127,Aluminum Measurement,Laboratory Procedure,31354
conditions,C47953,Logical Condition,Conceptual Entity,31393
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,31405
staining intensities,C127762,Staining Intensity,Laboratory Procedure,31409
have,C101282,Have,Classification,31430
quantify,C48937,Quantitation,Activity,31459
protein expressions,C18966,Protein Expression,Genetic Function,31468
against,C64937,Against,Qualitative Concept,31502
gold,C2392,Gold,"Element, Ion, or Isotope",31510
techniques,C16847,Technique,Activity,31524
al,C111127,Aluminum Measurement,Laboratory Procedure,31550
have,C101282,Have,Classification,31567
advancements,C25411,Advanced,Qualitative Concept,31577
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,31620
al,C111127,Aluminum Measurement,Laboratory Procedure,31662
al,C111127,Aluminum Measurement,Laboratory Procedure,31687
method,C71460,Method,Conceptual Entity,31702
can,C43180,Can,Manufactured Object,31709
both,C49636,Both,Qualitative Concept,31726
fluorescence,C16586,Fluorescence,Phenomenon or Process,31746
based,C48055,Base,Qualitative Concept,31759
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,31765
Higher,C25227,High,Qualitative Concept,31770
detection,C16210,Detection,Diagnostic Procedure,31777
grid,C70846,Grid,Manufactured Object,31810
method,C71460,Method,Conceptual Entity,31815
coupled,C61302,Couple,Activity,31823
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,31849
may,C106184,May,Qualitative Concept,31864
current,C25471,Current,Temporal Concept,31914
diagnostic,C25482,Diagnostic,Qualitative Concept,31922
prognostic,C25263,Prognostic,Qualitative Concept,31937
assays,C16341,Bioassay,Laboratory Procedure,31948
novel,C25586,New,Qualitative Concept,31980
